ISO_Code,Year,"Climate related disasters frequency, Number of Disasters: Drought","Climate related disasters frequency, Number of Disasters: Extreme temperature","Climate related disasters frequency, Number of Disasters: Flood","Climate related disasters frequency, Number of Disasters: Landslide","Climate related disasters frequency, Number of Disasters: Storm","Climate related disasters frequency, Number of Disasters: TOTAL","Climate related disasters frequency, Number of Disasters: Wildfire"
508.0,F1998,1.0,,,1.0,,2.0,
508.0,F1999,,,1.0,,,1.0,
508.0,F2000,,,1.0,,4.0,5.0,
508.0,F2001,2.0,,2.0,,,4.0,
508.0,F2002,,,1.0,,1.0,2.0,
508.0,F2003,1.0,,3.0,,1.0,5.0,
508.0,F2004,,,,,,,
508.0,F2005,1.0,,2.0,,,3.0,
508.0,F2006,,,,,,,
508.0,F2007,1.0,,4.0,,1.0,6.0,
508.0,F2008,1.0,,1.0,,1.0,4.0,1.0
508.0,F2009,,,1.0,,1.0,2.0,
508.0,F2010,1.0,,1.0,,,2.0,
508.0,F2011,,,2.0,,1.0,3.0,
508.0,F2012,,,,,3.0,3.0,
508.0,F2013,,,1.0,,,1.0,
508.0,F2014,,,2.0,,,2.0,
508.0,F2015,,,1.0,,,1.0,
508.0,F2016,1.0,,2.0,,1.0,4.0,
508.0,F2017,,,,,1.0,1.0,
508.0,F2018,,,1.0,1.0,,2.0,
508.0,F2019,,,3.0,,2.0,5.0,
508.0,F2020,1.0,,2.0,,,3.0,
508.0,F2021,1.0,,1.0,,1.0,3.0,
508.0,F2022,,,1.0,,3.0,4.0,
512.0,F1980,,,,,,,
512.0,F1981,,,,,1.0,1.0,
512.0,F1982,,,,,,,
512.0,F1983,,,,,,,
512.0,F1984,,,,,,,
512.0,F1985,,,,,,,
512.0,F1986,,,,,,,
512.0,F1987,,,,,,,
512.0,F1988,,,,,,,
512.0,F1989,,,,,,,
512.0,F1990,,,,,,,
512.0,F1991,,,,,,,
512.0,F1992,,,,,,,
512.0,F1993,,,,,,,
512.0,F1994,,,,,,,
512.0,F1995,,,,,,,
512.0,F1996,,,,,,,
512.0,F1997,,,,,,,
512.0,F1998,,,,,,,
512.0,F1999,,,,,,,
512.0,F2000,,,,,,,
512.0,F2001,,,,,,,
512.0,F2002,,,,,1.0,1.0,
512.0,F2003,,,,,1.0,1.0,
512.0,F2004,,,,,,,
512.0,F2005,,,,,,,
512.0,F2006,,,,,,,
512.0,F2007,,,,,1.0,1.0,
512.0,F2008,,,,,,,
512.0,F2009,,,,,,,
512.0,F2010,,,,,1.0,1.0,
512.0,F2011,,,,,1.0,1.0,
512.0,F2012,,,,,,,
512.0,F2013,,,,,,,
512.0,F2014,,,,,,,
512.0,F2015,,,,,1.0,1.0,
512.0,F2016,,,1.0,,,1.0,
512.0,F2017,,,1.0,,,1.0,
512.0,F2018,,,,,2.0,2.0,
512.0,F2019,,,1.0,,,1.0,
512.0,F2020,,,1.0,,,1.0,
512.0,F2021,,,,,2.0,2.0,
512.0,F2022,,,,,,,
516.0,F1980,,,,,,,
516.0,F1981,1.0,,,,,1.0,
516.0,F1982,,,,,,,
516.0,F1983,,,,,,,
516.0,F1984,,,,,,,
516.0,F1985,,,,,,,
516.0,F1986,,,,,,,
516.0,F1987,,,,,,,
516.0,F1988,,,,,,,
516.0,F1989,,,,,,,
516.0,F1990,1.0,,,,,1.0,
516.0,F1991,,,,,,,
516.0,F1992,,,,,,,
516.0,F1993,,,,,,,
516.0,F1994,,,,,,,
516.0,F1995,1.0,,,,,1.0,
516.0,F1996,,,,,,,
516.0,F1997,,,,,,,
516.0,F1998,1.0,,,,,1.0,
516.0,F1999,,,,,,,
516.0,F2000,,,1.0,,,1.0,
516.0,F2001,1.0,,,,,1.0,
516.0,F2002,1.0,,,,,1.0,
516.0,F2003,,,1.0,,,1.0,
516.0,F2004,,,2.0,,,2.0,
516.0,F2005,,,,,,,
516.0,F2006,,,2.0,,,2.0,
516.0,F2007,,,1.0,,,1.0,
516.0,F2008,,,1.0,,,1.0,
516.0,F2009,,,1.0,,,1.0,
516.0,F2010,,,1.0,,,1.0,
516.0,F2011,,,1.0,,,1.0,
516.0,F2012,,,1.0,,,1.0,
516.0,F2013,1.0,,1.0,,,2.0,
516.0,F2014,,,,,,,
516.0,F2015,1.0,,,,,1.0,
516.0,F2016,,,,,,,
516.0,F2017,,,1.0,,,1.0,
516.0,F2018,1.0,,,,,1.0,
516.0,F2019,,,,,,,
516.0,F2020,,,1.0,,,1.0,
516.0,F2021,,,1.0,,,1.0,
516.0,F2022,,,,,,,
524.0,F1980,,,,,,,
524.0,F1981,,,2.0,,,2.0,
524.0,F1982,,,1.0,,,1.0,
524.0,F1983,,,1.0,1.0,,2.0,
524.0,F1984,,,1.0,,,1.0,
524.0,F1985,,,1.0,,,1.0,
524.0,F1986,,,1.0,,1.0,2.0,
524.0,F1987,,,1.0,,,1.0,
524.0,F1988,,,1.0,1.0,1.0,3.0,
524.0,F1989,,,,1.0,,1.0,
524.0,F1990,,,1.0,,,1.0,
524.0,F1991,,,1.0,,1.0,2.0,
524.0,F1992,,,,,,1.0,1.0
524.0,F1993,,,1.0,1.0,,2.0,
524.0,F1994,,,,,,,
524.0,F1995,,,1.0,2.0,,3.0,
524.0,F1996,,,2.0,,1.0,3.0,
524.0,F1997,,,,1.0,,1.0,
524.0,F1998,,,2.0,,,2.0,
524.0,F1999,,,1.0,,,2.0,1.0
524.0,F2000,,,1.0,,,1.0,
524.0,F2001,,,,1.0,,1.0,
524.0,F2002,,1.0,,1.0,,2.0,
524.0,F2003,,1.0,1.0,,,2.0,
524.0,F2004,,,1.0,,,1.0,
524.0,F2005,,,2.0,1.0,,3.0,
524.0,F2006,1.0,,1.0,2.0,,4.0,
524.0,F2007,,,1.0,,,1.0,
524.0,F2008,,,2.0,,,2.0,
524.0,F2009,1.0,1.0,2.0,1.0,,5.0,
524.0,F2010,,,2.0,,,2.0,
524.0,F2011,,2.0,2.0,2.0,,6.0,
524.0,F2012,,1.0,1.0,1.0,,3.0,
524.0,F2013,,,2.0,,,2.0,
524.0,F2014,,,3.0,2.0,1.0,6.0,
524.0,F2015,,,,2.0,,2.0,
524.0,F2016,,,2.0,,,3.0,1.0
524.0,F2017,,,2.0,1.0,,3.0,
524.0,F2018,,1.0,1.0,,,2.0,
524.0,F2019,,,1.0,,1.0,2.0,
524.0,F2020,,,1.0,,,1.0,
524.0,F2021,,,4.0,,,4.0,
524.0,F2022,,,2.0,1.0,1.0,4.0,
528.0,F1980,,,,,,,
528.0,F1981,,,,,,,
528.0,F1982,,,,,,,
528.0,F1983,,,,,,,
528.0,F1984,,,,,1.0,1.0,
528.0,F1985,,,,,1.0,1.0,
528.0,F1986,,,,,1.0,1.0,
528.0,F1987,,,,,,,
528.0,F1988,,,,,,,
528.0,F1989,,,,,,,
528.0,F1990,,,,,6.0,6.0,
528.0,F1991,,,,,,,
528.0,F1992,,,1.0,,,1.0,
528.0,F1993,,,1.0,,,1.0,
528.0,F1994,,,,,1.0,1.0,
528.0,F1995,,,,,1.0,1.0,
528.0,F1996,,,,,,,
528.0,F1997,,,,,1.0,1.0,
528.0,F1998,,,1.0,,1.0,2.0,
528.0,F1999,,,,,,,
528.0,F2000,,,,,,,
528.0,F2001,,,,,,,
528.0,F2002,,,,,1.0,1.0,
528.0,F2003,,1.0,,,,1.0,
528.0,F2004,,,,,,,
528.0,F2005,,2.0,,,1.0,3.0,
528.0,F2006,,1.0,,,,1.0,
528.0,F2007,,,,,1.0,1.0,
528.0,F2008,,,,,1.0,1.0,
528.0,F2009,,,,,,,
528.0,F2010,,,,,1.0,1.0,
528.0,F2011,,,,,,,
528.0,F2012,,1.0,,,,1.0,
528.0,F2013,,,,,3.0,3.0,
528.0,F2014,,,,,,,
528.0,F2015,,,,,,,
528.0,F2016,,,,,1.0,1.0,
528.0,F2017,,,,,,,
528.0,F2018,,1.0,,,1.0,2.0,
528.0,F2019,,1.0,,,,1.0,
528.0,F2020,,1.0,,,,1.0,
528.0,F2021,,,1.0,,1.0,2.0,
528.0,F2022,,,,,1.0,1.0,
530.0,F1980,,,,,,,
530.0,F1981,,,,,,,
530.0,F1982,,,,,,,
530.0,F1983,,,,,,,
530.0,F1984,,,,,,,
530.0,F1985,,,,,,,
530.0,F1986,,,,,,,
530.0,F1987,,,,,,,
530.0,F1988,,,,,,,
530.0,F1989,,,,,1.0,1.0,
530.0,F1990,,,,,,,
530.0,F1991,,,,,,,
530.0,F1992,,,,,,,
530.0,F1993,,,,,,,
530.0,F1994,,,,,,,
530.0,F1995,,,,,1.0,1.0,
530.0,F1996,,,,,,,
530.0,F1997,,,,,,,
530.0,F1998,,,,,,,
530.0,F1999,,,,,,,
530.0,F2000,,,,,,,
530.0,F2001,,,,,,,
530.0,F2002,,,,,,,
530.0,F2003,,,,,,,
530.0,F2004,,,,,,,
530.0,F2005,,,,,,,
530.0,F2006,,,,,,,
530.0,F2007,,,,,,,
530.0,F2008,,,,,,,
530.0,F2009,,,,,,,
530.0,F2010,,,,,,,
530.0,F2011,,,,,,,
530.0,F2012,,,,,,,
530.0,F2013,,,,,,,
530.0,F2014,,,,,,,
530.0,F2015,,,,,,,
530.0,F2016,,,,,,,
530.0,F2017,,,,,,,
530.0,F2018,,,,,,,
530.0,F2019,,,,,,,
530.0,F2020,,,,,,,
530.0,F2021,,,,,,,
530.0,F2022,,,,,,,
534.0,F1980,,,,,,,
534.0,F1981,,,,,,,
534.0,F1982,,,,,,,
534.0,F1983,,,,,,,
534.0,F1984,,,,,,,
534.0,F1985,,,,,,,
534.0,F1986,,,,,,,
534.0,F1987,,,,,,,
534.0,F1988,,,,,,,
534.0,F1989,,,,,,,
534.0,F1990,,,,,,,
534.0,F1991,,,,,,,
534.0,F1992,,,,,,,
534.0,F1993,,,,,,,
534.0,F1994,,,,,,,
534.0,F1995,,,,,,,
534.0,F1996,,,,,,,
534.0,F1997,,,,,,,
534.0,F1998,,,,,,,
534.0,F1999,,,,,,,
534.0,F2000,,,,,,,
534.0,F2001,,,,,,,
534.0,F2002,,,,,,,
534.0,F2003,,,,,,,
534.0,F2004,,,,,,,
534.0,F2005,,,,,,,
534.0,F2006,,,,,,,
534.0,F2007,,,,,,,
534.0,F2008,,,,,,,
534.0,F2009,,,,,,,
534.0,F2010,,,,,,,
534.0,F2011,,,,,,,
534.0,F2012,,,,,,,
534.0,F2013,,,,,,,
534.0,F2014,,,,,,,
534.0,F2015,,,,,,,
534.0,F2016,,,,,,,
534.0,F2017,,,,,1.0,1.0,
534.0,F2018,,,,,,,
534.0,F2019,,,,,,,
534.0,F2020,,,,,,,
534.0,F2021,,,,,,,
534.0,F2022,,,,,,,
540.0,F1980,,,,,,,
540.0,F1981,,,,,3.0,3.0,
540.0,F1982,,,,,,,
540.0,F1983,,,,,,,
540.0,F1984,,,,,,,
540.0,F1985,,,,,,,
540.0,F1986,,,,,,,
540.0,F1987,,,,,,,
540.0,F1988,,,,,,,
540.0,F1989,,,,,,,
540.0,F1990,,,,,,,
540.0,F1991,,,,,,,
540.0,F1992,,,,,,,
540.0,F1993,,,,,,,
540.0,F1994,,,,,,,
540.0,F1995,,,,,,,
540.0,F1996,,,,,,,
540.0,F1997,,,,,,,
540.0,F1998,,,,,,,
540.0,F1999,,,,,1.0,1.0,
540.0,F2000,,,,,,,
540.0,F2001,,,,,,,
540.0,F2002,,,,,,,
540.0,F2003,,,,,1.0,1.0,
540.0,F2004,,,,,,,
540.0,F2005,,,,,,,
540.0,F2006,,,,,,,
540.0,F2007,,,,,,,
540.0,F2008,,,,,,,
540.0,F2009,,,,,,,
540.0,F2010,,,,,,,
540.0,F2011,,,,,,,
540.0,F2012,,,,,,,
540.0,F2013,,,,,,,
540.0,F2014,,,,,,,
540.0,F2015,,,,,,,
540.0,F2016,,,,,,,
540.0,F2017,,,,,,,
540.0,F2018,,,,,,,
540.0,F2019,,,,,,,
540.0,F2020,,,,,,,
540.0,F2021,,,,,1.0,1.0,
540.0,F2022,,,,,,,
548.0,F1980,,,,,,,
548.0,F1981,,,,,2.0,2.0,
548.0,F1982,,,,,,,
548.0,F1983,,,,,,,
548.0,F1984,,,,,,,
548.0,F1985,,,,,1.0,1.0,
548.0,F1986,,,,,,,
548.0,F1987,,,,,1.0,1.0,
548.0,F1988,,,,1.0,2.0,3.0,
548.0,F1989,,,,,,,
548.0,F1990,,,,,,,
548.0,F1991,,,,,,,
548.0,F1992,,,,,2.0,2.0,
548.0,F1993,,,,,1.0,1.0,
548.0,F1994,,,,,,,
548.0,F1995,,,,,,,
548.0,F1996,,,,,,,
548.0,F1997,,,,,,,
548.0,F1998,,,,,1.0,1.0,
548.0,F1999,,,,,1.0,1.0,
548.0,F2000,,,,,,,
548.0,F2001,,,,,2.0,2.0,
548.0,F2002,,,1.0,,,1.0,
548.0,F2003,,,,,,,
548.0,F2004,,,,,1.0,1.0,
548.0,F2005,,,,,,,
548.0,F2006,,,,,,,
548.0,F2007,,,,,,,
548.0,F2008,,,,,,,
548.0,F2009,,,1.0,,,1.0,
548.0,F2010,,,,,,,
548.0,F2011,,,,,2.0,2.0,
548.0,F2012,,,,,,,
548.0,F2013,,,,,,,
548.0,F2014,,,,,1.0,1.0,
548.0,F2015,,,,,1.0,1.0,
548.0,F2016,,,,,,,
548.0,F2017,,,,,1.0,1.0,
548.0,F2018,,,,,,,
548.0,F2019,,,,,,,
548.0,F2020,,,,,1.0,1.0,
548.0,F2021,,,,,,,
548.0,F2022,,,,,,,
554.0,F1980,,,2.0,,,2.0,
554.0,F1981,,,1.0,,,1.0,
554.0,F1982,,,,,,,
554.0,F1983,,,1.0,,,1.0,
554.0,F1984,,,1.0,,,1.0,
554.0,F1985,,,2.0,,,2.0,
554.0,F1986,,,3.0,,,3.0,
554.0,F1987,,,1.0,,,2.0,1.0
554.0,F1988,,,3.0,,1.0,4.0,
554.0,F1989,,,1.0,,,1.0,
554.0,F1990,,,,,,,
554.0,F1991,,,1.0,,,1.0,
554.0,F1992,1.0,,,,2.0,3.0,
554.0,F1993,,,,,,,
554.0,F1994,,,1.0,,,1.0,
554.0,F1995,,,,,,,
554.0,F1996,,,,,1.0,1.0,
554.0,F1997,,,1.0,,1.0,2.0,
554.0,F1998,,,1.0,,,1.0,
554.0,F1999,,,1.0,,,1.0,
554.0,F2000,,,1.0,,1.0,2.0,
554.0,F2001,,1.0,,,,1.0,
554.0,F2002,,,1.0,,,1.0,
554.0,F2003,,,,,1.0,1.0,
554.0,F2004,,,2.0,,,2.0,
554.0,F2005,,,1.0,,1.0,2.0,
554.0,F2006,,,1.0,,,1.0,
554.0,F2007,,,,,1.0,1.0,
554.0,F2008,,,,,,,
554.0,F2009,,,,,,,
554.0,F2010,,,,,,,
554.0,F2011,,,,,,,
554.0,F2012,,,,,1.0,1.0,
554.0,F2013,1.0,,,,1.0,2.0,
554.0,F2014,,,,,,,
554.0,F2015,,,2.0,,,2.0,
554.0,F2016,,,1.0,,,1.0,
554.0,F2017,,,1.0,,1.0,2.0,
554.0,F2018,,,1.0,,,1.0,
554.0,F2019,,,,,,,
554.0,F2020,,,2.0,,,3.0,1.0
554.0,F2021,,,3.0,,1.0,4.0,
554.0,F2022,,,,,1.0,1.0,
558.0,F1980,,,1.0,,,1.0,
558.0,F1981,,,,,,,
558.0,F1982,,,,,1.0,1.0,
558.0,F1983,,,,,,,
558.0,F1984,,,,,,,
558.0,F1985,,,,,,,
558.0,F1986,,,,,,,
558.0,F1987,,,,,,,
558.0,F1988,,,,,1.0,1.0,
558.0,F1989,,,,,,,
558.0,F1990,,,1.0,,,1.0,
558.0,F1991,,,,,,1.0,1.0
558.0,F1992,,,,,,,
558.0,F1993,,,,,1.0,1.0,
558.0,F1994,1.0,,,,,1.0,
558.0,F1995,,,,,1.0,1.0,
558.0,F1996,,,,,2.0,2.0,
558.0,F1997,1.0,,,,,1.0,
558.0,F1998,,,,,1.0,1.0,
558.0,F1999,,,1.0,,,2.0,1.0
558.0,F2000,1.0,,1.0,,2.0,4.0,
558.0,F2001,1.0,,,,1.0,2.0,
558.0,F2002,,,1.0,,1.0,3.0,1.0
558.0,F2003,,,,,,,
558.0,F2004,,,,1.0,1.0,2.0,
558.0,F2005,,,,,2.0,2.0,
558.0,F2006,,,,,,,
558.0,F2007,,,1.0,,1.0,2.0,
558.0,F2008,,,2.0,,1.0,3.0,
558.0,F2009,,,2.0,,1.0,3.0,
558.0,F2010,,,2.0,,2.0,4.0,
558.0,F2011,,,1.0,,,1.0,
558.0,F2012,,,1.0,,,1.0,
558.0,F2013,,,1.0,,,1.0,
558.0,F2014,1.0,,1.0,,,2.0,
558.0,F2015,,,1.0,,,1.0,
558.0,F2016,,,,,1.0,1.0,
558.0,F2017,,,1.0,,1.0,2.0,
558.0,F2018,1.0,,1.0,,,2.0,
558.0,F2019,,,,,,,
558.0,F2020,,,,,2.0,2.0,
558.0,F2021,,,,,,,
558.0,F2022,,,,,2.0,2.0,
562.0,F1980,1.0,,,,,1.0,
562.0,F1981,,,,,,,
562.0,F1982,,,,,,,
562.0,F1983,,,,,,,
562.0,F1984,,,,,,,
562.0,F1985,,,,,,,
562.0,F1986,,,,,,,
562.0,F1987,,,,,,,
562.0,F1988,1.0,,1.0,,,2.0,
562.0,F1989,,,,,,,
562.0,F1990,1.0,,,,,1.0,
562.0,F1991,,,,,,,
562.0,F1992,,,,,,,
562.0,F1993,,,,,,,
562.0,F1994,,,1.0,,,1.0,
562.0,F1995,,,,,,,
562.0,F1996,,,,,,,
562.0,F1997,1.0,,,,,1.0,
562.0,F1998,,,1.0,,,1.0,
562.0,F1999,,,2.0,,,2.0,
562.0,F2000,,,1.0,,,1.0,
562.0,F2001,1.0,,1.0,,,2.0,
562.0,F2002,,,,,1.0,1.0,
562.0,F2003,,,1.0,,,1.0,
562.0,F2004,,,,,,,
562.0,F2005,1.0,,,,,1.0,
562.0,F2006,,,1.0,,,1.0,
562.0,F2007,,,1.0,,,1.0,
562.0,F2008,,,1.0,,,1.0,
562.0,F2009,1.0,,1.0,,,2.0,
562.0,F2010,,,2.0,,,2.0,
562.0,F2011,1.0,,2.0,,,3.0,
562.0,F2012,,,1.0,,,1.0,
562.0,F2013,,,2.0,,,2.0,
562.0,F2014,,,1.0,,,1.0,
562.0,F2015,1.0,,1.0,,,2.0,
562.0,F2016,,,2.0,,,2.0,
562.0,F2017,1.0,,2.0,,,3.0,
562.0,F2018,,,1.0,,,1.0,
562.0,F2019,,,2.0,,,2.0,
562.0,F2020,1.0,,2.0,,,3.0,
562.0,F2021,,,1.0,,,1.0,
562.0,F2022,1.0,,1.0,,,2.0,
566.0,F1980,,,,,,,
566.0,F1981,1.0,,,,,1.0,
566.0,F1982,,,,,,,
566.0,F1983,,,,,,,
566.0,F1984,,,,,,,
566.0,F1985,,,1.0,,,1.0,
566.0,F1986,,,,,,,
566.0,F1987,,,,,,,
566.0,F1988,,,1.0,1.0,,2.0,
566.0,F1989,,,,,,,
566.0,F1990,,,,,,,
566.0,F1991,,,,,,,
566.0,F1992,,1.0,,,,1.0,
566.0,F1993,,,,,,,
566.0,F1994,,,1.0,,,1.0,
566.0,F1995,,,,,,,
566.0,F1996,,,,,,,
566.0,F1997,,,,,,,
566.0,F1998,,,2.0,,,2.0,
566.0,F1999,,,3.0,,1.0,4.0,
566.0,F2000,,,6.0,2.0,1.0,9.0,
566.0,F2001,,,3.0,,,3.0,
566.0,F2002,,1.0,1.0,,,2.0,
566.0,F2003,,,1.0,,,1.0,
566.0,F2004,,,5.0,,,5.0,
566.0,F2005,,,2.0,,,2.0,
566.0,F2006,,,3.0,,,3.0,
566.0,F2007,,,3.0,,,3.0,
566.0,F2008,,,,,,,
566.0,F2009,,,2.0,,,2.0,
566.0,F2010,,,1.0,,,1.0,
566.0,F2011,,,4.0,,1.0,5.0,
566.0,F2012,,,1.0,,1.0,2.0,
566.0,F2013,,,1.0,,,1.0,
566.0,F2014,,,1.0,,,1.0,
566.0,F2015,,,1.0,,,1.0,
566.0,F2016,,,1.0,,1.0,2.0,
566.0,F2017,,,2.0,,,2.0,
566.0,F2018,,,2.0,,,2.0,
566.0,F2019,,,2.0,,,2.0,
566.0,F2020,,,3.0,,,3.0,
566.0,F2021,,,2.0,,,2.0,
566.0,F2022,1.0,,1.0,,1.0,3.0,
578.0,F1980,,,,,,,
578.0,F1981,,,,,,,
578.0,F1982,,,,,,,
578.0,F1983,,,,,,,
578.0,F1984,,,,,,,
578.0,F1985,,,,,,,
578.0,F1986,,,,,,,
578.0,F1987,,,,,,,
578.0,F1988,,,,,,,
578.0,F1989,,,,,,,
578.0,F1990,,,,,2.0,2.0,
578.0,F1991,,,,,,,
578.0,F1992,,,,,1.0,1.0,
578.0,F1993,,,,,1.0,1.0,
578.0,F1994,,,,,,,
578.0,F1995,,,1.0,,,1.0,
578.0,F1996,,,,,,,
578.0,F1997,,,,,,,
578.0,F1998,,,,,,,
578.0,F1999,,,,,,,
578.0,F2000,,,1.0,,,1.0,
578.0,F2001,,,1.0,,,1.0,
578.0,F2002,,,,,,,
578.0,F2003,,,,,,,
578.0,F2004,,,,,,,
578.0,F2005,,,,,1.0,1.0,
578.0,F2006,,,,,,,
578.0,F2007,,,,,,,
578.0,F2008,,,,,1.0,1.0,
578.0,F2009,,,,,,,
578.0,F2010,,,,,,,
578.0,F2011,,,,,1.0,1.0,
578.0,F2012,,,,,,,
578.0,F2013,,,,,,,
578.0,F2014,,,,,,,
578.0,F2015,,,,,,,
578.0,F2016,,,,,,,
578.0,F2017,,,,,,,
578.0,F2018,,,,,,,
578.0,F2019,,,,1.0,,1.0,
578.0,F2020,,,,1.0,,1.0,
578.0,F2021,,,,,,,
578.0,F2022,,,,,1.0,1.0,
580.0,F1980,,,,,,,
580.0,F1981,,,,,,,
580.0,F1982,,,,,,,
580.0,F1983,,,,,,,
580.0,F1984,,,,,,,
580.0,F1985,,,,,,,
580.0,F1986,,,,,,,
580.0,F1987,,,,,,,
580.0,F1988,,,,,,,
580.0,F1989,,,,,,,
580.0,F1990,,,,,,,
580.0,F1991,,,,,,,
580.0,F1992,,,,,,,
580.0,F1993,,,,,,,
580.0,F1994,,,,,,,
580.0,F1995,,,,,,,
580.0,F1996,,,,,,,
580.0,F1997,,,,,,,
580.0,F1998,,,,,,,
580.0,F1999,,,,,,,
580.0,F2000,,,,,,,
580.0,F2001,,,,,,,
580.0,F2002,,,,,1.0,1.0,
580.0,F2003,,,,,,,
580.0,F2004,,,,,1.0,1.0,
580.0,F2005,,,,,,,
580.0,F2006,,,,,,,
580.0,F2007,,,,,,,
580.0,F2008,,,,,,,
580.0,F2009,,,,,,,
580.0,F2010,,,,,,,
580.0,F2011,,,,,,,
580.0,F2012,,,,,,,
580.0,F2013,,,,,,,
580.0,F2014,,,,,,,
580.0,F2015,,,,,1.0,1.0,
580.0,F2016,,,,,,,
580.0,F2017,,,,,,,
580.0,F2018,,,,,1.0,1.0,
580.0,F2019,,,,,,,
580.0,F2020,,,,,,,
580.0,F2021,,,,,,,
580.0,F2022,,,,,,,
583.0,F1980,,,,,,,
583.0,F1981,,,,,,,
583.0,F1982,,,,,,,
583.0,F1983,,,,,,,
583.0,F1984,,,,,,,
583.0,F1985,,,,,,,
583.0,F1986,,,,,,,
583.0,F1987,,,,,1.0,1.0,
583.0,F1988,,,,,,,
583.0,F1989,,,,,,,
583.0,F1990,,,,,,,
583.0,F1991,,,,,,,
583.0,F1992,,,,,,,
583.0,F1993,,,,,,,
583.0,F1994,,,,,,,
583.0,F1995,,,,,,,
583.0,F1996,,,,,,,
583.0,F1997,,,,,,,
583.0,F1998,1.0,,,,,1.0,
583.0,F1999,,,,,,,
583.0,F2000,,,,,,,
583.0,F2001,,,,,,,
583.0,F2002,,,,,2.0,2.0,
583.0,F2003,,,,,1.0,1.0,
583.0,F2004,,,,,1.0,1.0,
583.0,F2005,,,,,,,
583.0,F2006,,,,,,,
583.0,F2007,,,,,,,
583.0,F2008,,,1.0,,,1.0,
583.0,F2009,,,,,,,
583.0,F2010,,,,,,,
583.0,F2011,,,,,,,
583.0,F2012,,,,,,,
583.0,F2013,,,,,,,
583.0,F2014,,,,,,,
583.0,F2015,,,,,1.0,1.0,
583.0,F2016,1.0,,,,,1.0,
583.0,F2017,,,,,,,
583.0,F2018,,,,,,,
583.0,F2019,,,,,1.0,1.0,
583.0,F2020,,,,,,,
583.0,F2021,,,,,,,
583.0,F2022,,,,,,,
584.0,F1980,,,,,,,
584.0,F1981,,,,,,,
584.0,F1982,,,,,,,
584.0,F1983,,,,,,,
584.0,F1984,,,,,,,
584.0,F1985,,,,,,,
584.0,F1986,,,,,,,
584.0,F1987,,,,,,,
584.0,F1988,,,,,,,
584.0,F1989,,,,,,,
584.0,F1990,,,,,,,
584.0,F1991,,,,,1.0,1.0,
584.0,F1992,,,,,,,
584.0,F1993,,,,,,,
584.0,F1994,,,,,,,
584.0,F1995,,,,,,,
584.0,F1996,,,,,,,
584.0,F1997,,,,,,,
584.0,F1998,,,,,,,
584.0,F1999,,,,,,,
584.0,F2000,,,,,,,
584.0,F2001,,,,,,,
584.0,F2002,,,,,,,
584.0,F2003,,,,,,,
584.0,F2004,,,,,,,
584.0,F2005,,,,,,,
584.0,F2006,,,,,,,
584.0,F2007,,,,,,,
584.0,F2008,,,1.0,,,1.0,
584.0,F2009,,,,,,,
584.0,F2010,,,,,,,
584.0,F2011,,,,,,,
584.0,F2012,,,,,,,
584.0,F2013,1.0,,,,,1.0,
584.0,F2014,,,1.0,,,1.0,
584.0,F2015,1.0,,,,,1.0,
584.0,F2016,,,,,,,
584.0,F2017,,,,,,,
584.0,F2018,,,,,1.0,1.0,
584.0,F2019,,,,,,,
584.0,F2020,,,,,,,
584.0,F2021,,,,,,,
584.0,F2022,1.0,,,,,1.0,
585.0,F1980,,,,,,,
585.0,F1981,,,,,,,
585.0,F1982,,,,,,,
585.0,F1983,,,,,,,
585.0,F1984,,,,,,,
585.0,F1985,,,,,,,
585.0,F1986,,,,,,,
585.0,F1987,,,,,,,
585.0,F1988,,,,,,,
585.0,F1989,,,,,,,
585.0,F1990,,,,,,,
585.0,F1991,,,,,,,
585.0,F1992,,,,,,,
585.0,F1993,,,,,,,
585.0,F1994,,,,,,,
585.0,F1995,,,,,,,
585.0,F1996,,,,,,,
585.0,F1997,,,,,,,
585.0,F1998,,,,,,,
585.0,F1999,,,,,,,
585.0,F2000,,,,,,,
585.0,F2001,,,,,,,
585.0,F2002,,,,,,,
585.0,F2003,,,,,,,
585.0,F2004,,,,,,,
585.0,F2005,,,,,,,
585.0,F2006,,,,,,,
585.0,F2007,,,,,,,
585.0,F2008,,,,,,,
585.0,F2009,,,,,,,
585.0,F2010,,,,,,,
585.0,F2011,,,,,,,
585.0,F2012,,,,,1.0,1.0,
585.0,F2013,,,,,1.0,1.0,
585.0,F2014,,,,,,,
585.0,F2015,1.0,,,,,1.0,
585.0,F2016,,,,,,,
585.0,F2017,,,,,,,
585.0,F2018,,,,,,,
585.0,F2019,,,,,,,
585.0,F2020,,,,,,,
585.0,F2021,,,,,1.0,1.0,
585.0,F2022,,,,,,,
586.0,F1980,,,1.0,,1.0,2.0,
586.0,F1981,,,1.0,,1.0,2.0,
586.0,F1982,,,1.0,,,1.0,
586.0,F1983,,,1.0,2.0,,3.0,
586.0,F1984,,,1.0,,,1.0,
586.0,F1985,,,,,,,
586.0,F1986,,,,,1.0,1.0,
586.0,F1987,,,,,,,
586.0,F1988,,,1.0,,1.0,2.0,
586.0,F1989,,,1.0,,,1.0,
586.0,F1990,,1.0,,,,1.0,
586.0,F1991,,1.0,1.0,1.0,,3.0,
586.0,F1992,,,2.0,1.0,,3.0,
586.0,F1993,,,1.0,2.0,1.0,4.0,
586.0,F1994,,,1.0,,2.0,3.0,
